movie_id,gross
tt1625346,22939027
tt1925421,2227905
tt1403047,31720
tt1506999,34513760
tt1667307,1314358
tt1707391,70851
tt1704573,10173061
tt1592281,4965950
tt1748122,68264022
tt1862079,4424699
tt1217209,538983207
tt1859650,73244881
tt2125435,21107746
tt2077851,2266067
tt1276104,176506819
tt1931533,32226382
tt1764234,37930465
tt1045658,236412453
tt1781769,68929150
tt0454876,609016565
tt1602620,29664140
tt0443272,275293450
tt2178941,6908277
tt1790885,132820716
tt2150332,7816573
tt2084989,587174
tt1989593,338803
tt2035630,146222
tt2153963,1108473
tt2209418,20994648
tt2347569,9058065
tt1674773,8880936
tt2051879,125687
tt2334649,17385830
tt2334873,99104804
tt2007360,127852
tt2388637,1031243
tt2370248,1645164
tt1754367,124279
tt1821549,27682872
tt1535109,218791811
tt2024544,187733202
tt2014351,124856
tt0790636,55736588
tt2431286,100129872
tt2718492,11156836
tt2294629,1281508100
tt2042568,32960249
tt1800241,251171807
tt1706620,86758912
tt1714915,7609187
tt2707848,3202241
tt1490017,468266122
tt1959490,359200044
tt2234003,16887741
tt2528814,64676349
tt2379418,21818
tt2883512,48428048
tt2866360,139745
tt2901736,1234100
tt3416742,7253160
tt2802154,4439481
tt1100089,19206513
tt1791528,14710975
tt1528100,268175631
tt2980516,123726688
tt1865505,4190884
tt3093546,214344
tt3316960,44779195
tt1109624,282377683
tt2452254,4728401
tt2328813,1299035
tt1020072,66787908
tt2937898,12007070
tt2514338,1253774
tt3235888,21947454
tt2488496,2069521700
tt2511670,63946
tt2381111,62402155
tt3416744,3072991
tt3726704,224145
tt3513054,24352
tt2349144,422746
tt3824412,104507
tt3566788,146937
tt3465916,74509
tt1883180,1472431
tt2101383,1026288
tt3544082,14430249
tt3409392,7179391
tt3092606,21286
tt2436452,14378
tt2852432,10457
tt1791682,18117839
tt2764784,5855623
tt2872750,106209378
tt2402927,40272135
tt3464902,15509546
tt3205376,1295574
tt3312830,23459358
tt0903657,28641776
tt2932606,69310
tt3687186,84417
tt2790236,2412145
tt2184227,1673235
tt3397884,84997446
tt2401878,5659286
tt4263482,40423945
tt3813310,143658
tt3824458,840099
tt3993894,95183
tt3508840,11991669
tt3904754,5212
tt3808342,6659121
tt3682448,165478348
tt4377864,119753
tt3740778,5215660
tt0475290,63945241
tt4594834,2719699
tt3709678,284065
tt4266638,144822
tt1037223,25644
tt3471098,5883891
tt2948356,1024121104
tt3651326,152802
tt4698684,23915910
tt3451720,1008154
tt2262161,1302482
tt4085084,460997
tt3068194,21401949
tt4120176,5638693
tt2277860,1028570942
tt3799694,62788218
tt4048272,11784207
tt4698584,3884746
tt4326444,22521538
tt4936450,2015002
tt3102356,3089
tt2788732,143695338
tt4370784,7400324
tt4768776,680728
tt4726636,4925446
tt4741774,38774
tt3908142,246218
tt2582782,37999675
tt1878870,19370020
tt3716530,12748594
tt4610244,8168
tt4341582,10367161
tt3631112,173185859
tt2818654,98932
tt2392830,4159246
tt3652862,91151
tt4468634,1531261
tt5221584,3085977
tt4669986,12957265
tt5116410,101987
tt3416532,47309313
tt5294966,5382886
tt3783958,448906865
tt5186714,6953604
tt4034228,78988148
tt1619029,29777777
tt3748528,1056057720
tt4846340,235956898
tt2094766,240697856
tt4630550,2432640
tt4116284,312136671
tt5462602,56411585
tt2396589,85955
tt6265828,1951683
tt4795546,321768
tt2062700,1813453
tt5537228,6481798
tt4714782,2840408
tt6193424,1988841
tt5592248,27869129
tt4846232,3283369
tt5439796,48453605
tt5990474,1093077
tt1856101,259352064
tt5109784,44516999
tt4978710,213858
tt1653665,7401949
tt5208216,3285916
tt5157326,155215
tt4925292,78986478
tt5649144,10954677
tt3402236,352794081
tt3409848,489692
tt6423776,4192590
tt6412864,429159
tt4468740,227994792
tt4686844,24646055
tt6018306,1872950
tt5580390,195333312
tt6294822,180419276
tt5776858,47775493
tt3901826,2790214
tt2798920,43070915
tt2704998,117768230
tt5642124,383872
tt4701724,54622814
tt5104604,64337744
tt6053438,3862498
tt6644200,340952971
tt6450186,86086881
tt4964788,19176163
tt3892172,7682928
tt3606756,1243089244
tt3778644,392924807
tt6543652,20346993
tt7282468,7578063
tt8075192,67999335
tt7349662,93413709
tt7520286,117470
tt7125860,20596567
tt1213641,105713218
tt6155172,1140769
tt4827558,2133033
tt4530422,41657844
tt6966692,321752656
tt4633694,375540831
tt7250056,3649042
tt7298400,11821877
tt6857112,255185482
tt6511932,4554416
tt8695030,15325468
tt6320628,1131927996
tt9358160,24808
tt2935510,127461872
tt2365580,11025353
tt2584384,90335025
tt0134084,161834276
tt0174336,4775009
tt0200530,1182065
tt0252866,287553595
tt0261392,33788161
tt0317303,164433867
tt0356150,22605153
tt0243508,6850
tt0331811,3810792
tt0371246,55470154
tt0408790,223387299
tt0398017,57479076
tt0450232,65664721
tt0449089,87528173
tt0477071,84297309
tt0490204,22242388
tt0780571,48443734
tt0381849,70016220
tt0489099,225132113
tt0443274,152039882
tt0479952,603900354
tt0824747,113398237
tt1078912,413106170
tt1135503,129540522
tt1197624,127944208
tt1323594,543157985
tt0945513,147332697
tt1392170,694394724
tt1855199,55078146
tt1907668,161772375
tt1690953,970766005
tt1327773,177313795
tt2194499,87100449
tt2692250,363204635
tt3263904,240797623
tt2771200,1273576220
tt3469046,1034800131
tt1396484,701842551
tt0185183,29725663
tt0187738,155010032
tt0238380,5368217
tt0285531,81240406
tt1060277,172394180
tt0452608,76014335
tt0364970,72109200
tt0796366,385680446
tt1055369,836303693
tt1136608,210888950
tt1188729,20648328
tt1034032,40828540
tt0986263,122444772
tt1053424,18409891
tt0892769,494879471
tt1424381,127233108
tt1220634,300228084
tt0409847,174822325
tt1650062,260095986
tt1318514,481800873
tt0433035,299268508
tt1615147,19504039
tt1706593,126636097
tt0401729,284139100
tt1408101,467365246
tt1535108,286140700
tt1411250,98337295
tt1731141,125544024
tt1951264,865011746
tt1840309,288885818
tt1843866,714421503
tt2209764,103039258
tt0831387,524976069
tt2103281,710644566
tt2015381,773350147
tt1340138,440603537
tt2395427,1402809540
tt1431045,782836791
tt3498820,1153337496
tt1964418,209035668
tt1220719,22108789
tt1270798,352616690
tt0206226,268117
tt0204946,90449929
tt0200027,35743308
tt0393109,3947579
tt0267913,275678613
tt0295178,296938801
tt0274166,160466000
tt0340855,58469210
tt0445934,145710347
tt0496806,311312624
tt0765429,269755430
tt0465234,459242249
tt0493464,342463063
tt0448157,629443428
tt0497465,96409300
tt1250777,96188903
tt1228705,623933331
tt0485947,3559160
tt0926084,977070383
tt1255953,6788659
tt1371111,130516424
tt1300854,1214811252
tt1670345,351723989
tt0816711,540455876
tt2316411,3468224
tt2911666,86081711
tt2713180,211822697
tt3011894,30642704
tt1211837,677796076
tt3460252,156480177
tt1663202,532950503
tt3170832,35401758
tt0451279,822854286
tt1179933,110216998
tt5580036,53939297
tt5825380,15889124
tt7784604,80239658
tt5463162,785896609
tt5688932,18170707
tt6499752,16706680
tt7668870,75462037
tt6266538,76073488
tt8772262,47967636
tt3501632,853983911
tt0417741,934483039
tt0844471,243006126
tt1156398,102392080
tt1436562,483866518
tt2245084,657869686
tt3183660,814044001
tt1979388,332207671
tt0465551,49814392
tt0458525,373062864
tt0418763,97076152
tt0486822,118114220
tt0238948,31603059
tt0163025,368780809
tt0266915,347325802
tt0159273,91753202
tt0251160,102244770
tt0277296,180630907
tt0275847,273144151
tt0297181,51386477
tt0325537,38620484
tt0245803,37713879
tt0305357,259175788
tt0325703,160099222
tt0257076,207725639
tt0300556,43935763
tt0346156,57947036
tt0368578,97918663
tt0377471,95763716
tt0448707,693832
tt0399862,12128105
tt0337978,388156011
tt0293564,258097122
tt0441773,632083197
tt0455824,211787511
tt1099212,408430415
tt0892782,381509870
tt0814255,226497209
tt0473075,336365676
tt0944835,293503354
tt0398286,592462816
tt0800369,449326618
tt1229238,694713380
tt1596350,156491279
tt1667353,183018522
tt1440129,303025485
tt1074638,1108569499
tt1772341,471222889
tt1428538,226349749
tt1623205,493311825
tt1483013,286168572
tt1981115,644783140
tt2381249,682716636
tt2333784,214657577
tt1951265,755356711
tt0369610,1671537444
tt2310332,962201338
tt1790809,794881442
tt0478970,519311965
tt2820852,1515341399
tt3079380,235666219
tt2660888,343471816
tt1638355,107045109
tt3832914,73256266
tt4196776,415484914
tt2119532,180563636
tt1972591,148675066
tt4630562,1236005118
tt3890160,226945087
tt2239822,225973340
tt3371366,605425157
tt4649466,410902662
tt4555426,150847274
tt7388562,25915966
tt6663582,75339459
tt0257106,141220678
tt0186045,15910104
tt0404030,3601974
tt0357507,67192859
tt0362120,178262620
tt0452623,34612443
tt0449994,26935618
tt1187043,60262836
tt1934231,16706074
tt1562872,5192743
tt2317337,6456358
tt1821480,459234
tt2377938,647074
tt2350496,11621777
tt2338151,100370104
tt3767372,2452343
tt1324059,4278081
tt1230165,7153767
tt1327035,4047969
tt4934950,6879098
tt0845448,11077541
tt5074352,303723636
tt5764096,41635636
tt6484982,14426
tt0169102,1724806
tt6967980,4873745
tt1727824,910809311
tt7098658,1812763
tt8108198,62475342
tt7725596,26125610
tt8908002,14256199
tt7286456,1074445730
tt8983202,2445252
tt0472033,48428063
tt0837562,358375603
tt1446192,306941670
tt1453405,743559645
tt3040964,966554929
tt2510894,475186706
tt0285823,98769390
tt1282140,75026327
tt1588173,116980662
tt1723121,269994119
tt1650554,60795985
tt0251114,32287044
tt0284490,77885672
tt0264935,56714147
tt0246460,431971116
tt0322330,160846332
tt0306047,220673217
tt0307987,76490720
tt0343135,178311729
tt0408985,43451846
tt0461770,340487836
tt0478087,159808370
tt0800039,105833257
tt0960144,204313400
tt0425061,230685453
tt0910936,101624843
tt0430922,92649419
tt1155056,91980359
tt1093908,108394089
tt0974661,136316880
tt1014759,1025468216
tt1279935,152263880
tt1375670,271457301
tt1411238,149228077
tt1284575,216197492
tt1499658,209838559
tt1570728,145079584
tt1632708,149542245
tt1637706,25804448
tt1742650,31410151
tt1306980,41097853
tt1232829,201585328
tt1307068,11681781
tt1637725,549368315
tt1245492,126041322
tt1932718,3499442
tt1800246,45640143
tt2910274,3325417
tt2004420,270665134
tt2463288,8122990
tt1587310,758411779
tt2239832,70181428
tt2980648,89514453
tt1924435,138224951
tt2751310,36842
tt2170439,107645357
tt2180411,212902372
tt3179568,1705908
tt2788710,11782625
tt1666801,43709744
tt3850214,17986781
tt0884732,79799880
tt2561572,111711453
tt3152624,140795793
tt1951266,658344137
tt2637276,215863606
tt2361509,194564672
tt2503944,36606743
tt2537390,22272
tt1608290,56722693
tt1850457,105011053
tt3735246,11350917
tt3553442,24972139
tt0164334,105178561
tt0363547,102278712
tt0375912,11850214
tt0465552,50100
tt0430105,92374674
tt0465624,61108981
tt0479884,42931041
tt0472043,120673227
tt0435705,77621983
tt0481141,92601050
tt0499556,42653739
tt0465602,27122238
tt0832266,55990299
tt0838283,128108211
tt0988047,27675014
tt1034331,79498846
tt1059786,178767383
tt0758774,115900897
tt0970411,17929684
tt0467197,87066930
tt1032755,25740863
tt1129442,108979549
tt0814314,169748929
tt0448011,183658498
tt0473705,87812371
tt1537401,188242
tt1179034,52844496
tt0815236,49779728
tt1289406,10371451
tt1103153,98159963
tt0892318,79628830
tt1013743,261989769
tt1020558,6890432
tt1231583,211780824
tt1401152,135710029
tt1092026,97984015
tt1502404,40909909
tt1564367,214945591
tt0993842,63782078
tt1440292,3875173
tt1622547,40662632
tt1291584,23308615
tt1692486,30722632
tt1389137,120081841
tt1598828,38084162
tt1567609,8826837
tt1397280,376152455
tt1758830,88215156
tt1389096,5072654
tt1351685,197687603
tt2302755,170270201
tt0790736,78324220
tt1272878,131940411
tt1450321,8417248
tt2017038,13627519
tt1204975,134409025
tt2387559,53120346
tt1091191,154802912
tt1408253,154468902
tt2024469,222809600
tt2389182,59424
tt1921064,117831631
tt1086772,128006208
tt2494280,4833
tt2582496,9074749
tt2381941,158762963
tt2679042,82347656
tt2967224,51380201
tt1386697,746846894
tt2379713,880681519
tt1798684,91970827
tt3316948,27262374
tt2058673,133718711
tt3300542,205754447
tt3381008,27979040
tt3708886,698036
tt1124037,25035950
tt3110958,334897606
tt1489889,216972543
tt0918940,356700357
tt3963816,1616004
tt2461150,29674699
tt1472584,6272403
tt3393786,162146076
tt2034800,334933831
tt4501244,118102725
tt1293847,346118277
tt5742374,9360514
tt2406566,100014025
tt1959563,176600207
tt5689068,197616
tt1389072,55003890
tt1590193,119942387
tt3721964,11001627
tt5095030,622674139
tt3766354,190400157
tt0375173,35060882
tt0396171,135039924
tt0890870,139352633
tt1132626,113864059
tt1233227,68234154
tt1386932,15089448
tt1922777,82515113
tt0974015,657926987
tt2888046,157029618
tt5308322,125479266
tt3348730,102952888
tt1270797,856085151
tt6823368,246999039
tt0437086,404980543
tt8155288,64600152
tt5726616,41888660
tt4481414,43069254
tt5362988,44202682
tt2543472,306209289
tt0258038,3313583
tt0275022,61141030
tt1104733,4925288
tt0250687,85498534
tt1714206,6918591
tt0780548,5565
tt1702014,1207841
tt2652092,3396345
tt3713030,3995
tt4080672,21835307
tt4613254,361878
tt0164052,190213455
tt0273923,43325009
tt0250797,119137784
tt0302886,87135520
tt0298408,4412203
tt0335563,2466444
tt0324554,21741598
tt0372588,50826898
tt0384642,56070433
tt0408524,34252847
tt0388125,83697473
tt0245562,77628265
tt0431308,156846321
tt3385516,543934105
tt2709768,875458631
tt2975590,873637528
tt4172430,69411370
tt1976009,34227298
tt0810819,64191523
tt2494362,382579
tt3203606,11430025
tt1712261,23177948
tt1700841,140705322
tt2404435,162360636
tt0379557,13904795
tt0912593,1433319
tt3612616,13156856
tt4645368,9231823
tt3741834,140853810
tt5247544,2918159
tt6444838,1000056
tt5258850,16095825
tt3521126,29820616
tt7048622,3666236
tt7279188,4566406
tt7773210,1706329
tt7959026,174804407
tt0837563,113118226
tt7397958,1208371
tt6751668,263136741
tt2762506,3554178
tt7534102,2376024
tt0184858,32168970
tt0191037,14693
tt0180073,17989227
tt0219822,1574660
tt0309593,90941129
tt0310910,23014206
tt0172156,273339556
tt0348836,141591324
tt0338337,117248958
tt0455967,68844775
tt1007028,42784344
tt1341167,6149356
tt1446714,403354469
tt4273292,133324
tt3544112,13624522
tt3666024,6591789
tt4302938,76249438
tt5311514,358180115
tt3521164,644136488
tt3967856,2049823
tt4995790,9493791
tt4633690,3440362
tt4209788,59284015
tt0260866,100020092
tt0303714,77063924
