movie_id,cluster
tt0865559,6
tt0865561,0
tt0866435,0
tt0866437,8
tt0866439,2
tt0867145,2
tt0867270,0
tt0867294,6
tt0867295,7
tt0867334,5
tt0867401,2
tt0867411,2
tt0867591,2
tt0868987,6
tt0869152,6
tt0870105,0
tt0870111,1
tt0870118,13
tt0870154,1
tt0870176,4
tt0870195,6
tt0870937,6
tt0870984,5
tt0871016,10
tt0871020,0
tt0871426,1
tt0871438,6
tt0871512,13
tt0872190,8
tt0872223,8
tt0872249,2
tt0872264,7
tt0872314,7
tt0873886,1
tt0874271,2
tt0874319,6
tt0874425,13
tt0874853,0
tt0875128,13
tt0875613,0
tt0875627,7
tt0875705,6
tt0876233,2
tt0877355,6
tt0878654,2
tt0878700,0
tt0878717,13
tt0878804,2
tt0878814,8
tt0878835,4
tt0879405,6
tt0879870,1
tt0880569,0
tt0880570,4
tt0880578,2
tt0881891,14
tt0881913,2
tt0881962,6
tt0882742,0
tt0882765,6
tt0882967,0
tt0882969,7
tt0882977,1
tt0883398,10
tt0883410,6
tt0884038,0
tt0884214,2
tt0884224,12
tt0884227,0
tt0884328,4
tt0884726,8
tt0884732,8
tt0884855,8
tt0886531,0
tt0887161,2
tt0887719,1
tt0887770,0
tt0887883,1
tt0887912,3
tt0887966,13
tt0887971,2
tt0888507,0
tt0888508,0
tt0888527,6
tt0888693,2
tt0889134,10
tt0889136,6
tt0889187,0
tt0889573,1
tt0889588,3
tt0889677,3
tt0890870,2
tt0891527,1
tt0891592,2
tt0892051,2
tt0892096,8
tt0892109,13
tt0892255,2
tt0892318,2
tt0892392,10
tt0892393,13
tt0892767,9
tt0892769,14
tt0892782,2
tt0892791,5
tt0892899,0
tt0892904,6
tt0893322,6
tt0893356,13
tt0893364,6
tt0893367,0
tt0893402,2
tt0893405,9
tt0893406,8
tt0893411,0
tt0893412,13
tt0893509,2
tt0896031,4
tt0896529,14
tt0896533,13
tt0896534,6
tt0896798,12
tt0896872,1
tt0896923,4
tt0897286,6
tt0897347,0
tt0897361,2
tt0898367,1
tt0898917,6
tt0899106,1
tt0899128,7
tt0899138,2
tt0899145,2
tt0899154,4
tt0900387,4
tt0901476,1
tt0901481,14
tt0901504,2
tt0901507,13
tt0902247,3
tt0902265,0
tt0902270,4
tt0902279,0
tt0902281,6
tt0902290,3
tt0902300,6
tt0902312,0
tt0902313,9
tt0902337,2
tt0902952,3
tt0902982,3
tt0903131,6
tt0903606,0
tt0903624,2
tt0903627,2
tt0903644,0
tt0903657,12
tt0904079,2
tt0904113,0
tt0905357,2
tt0905372,3
tt0905979,14
tt0906058,8
tt0906108,0
tt0906326,6
tt0906727,13
tt0906734,0
tt0906773,0
tt0906778,10
tt0906783,0
tt0907676,0
tt0907678,0
tt0907680,3
tt0907681,13
tt0907731,2
tt0910553,6
tt0910554,3
tt0910885,2
tt0910905,1
tt0910915,14
tt0910936,5
tt0910970,6
tt0910993,2
tt0911024,6
tt0912593,13
tt0913354,2
tt0913413,1
tt0913445,0
tt0914366,0
tt0914382,13
tt0914796,6
tt0914797,14
tt0914798,2
tt0914805,4
tt0914823,2
tt0914837,14
tt0914845,3
tt0914863,12
tt0915458,0
tt0915460,0
tt0915461,3
tt0915463,4
tt0915473,8
tt0915747,0
tt0918554,6
tt0918557,0
tt0918628,3
tt0918927,1
tt0918940,2
tt0920462,0
tt0920464,6
tt0922547,8
tt0922642,7
tt0923600,6
tt0923653,2
tt0924129,14
tt0924134,8
tt0924151,13
tt0924213,2
tt0924225,2
tt0924266,2
tt0924518,13
tt0925245,0
tt0926036,0
tt0926084,4
tt0926110,2
tt0926129,6
tt0926131,0
tt0926156,14
tt0926341,0
tt0926380,2
tt0928124,0
tt0928188,2
tt0928193,7
tt0928361,0
tt0928362,13
tt0928375,3
tt0929618,10
tt0929632,3
tt0929756,6
tt0930049,0
tt0930057,6
tt0932661,10
tt0932669,14
tt0933342,7
tt0933389,4
tt0934459,6
tt0934981,2
tt0935075,1
tt0936491,8
tt0936501,5
tt0937347,6
tt0937375,14
tt0937391,7
tt0938283,0
tt0938305,2
tt0938330,14
tt0938706,7
tt0940580,3
tt0940585,6
tt0940657,2
tt0942385,1
tt0942889,13
tt0942891,10
tt0942904,6
tt0944101,2
tt0944142,8
tt0944835,1
tt0945513,5
tt0945564,4
tt0947798,1
tt0947802,12
tt0947810,1
tt0948470,1
tt0948547,5
tt0949423,0
tt0949731,1
tt0949875,6
tt0949893,0
tt0951216,2
tt0951335,3
tt0952640,6
tt0952648,6
tt0952682,14
tt0953306,0
tt0953363,0
tt0953369,6
tt0954947,1
tt0954970,8
tt0954990,14
tt0955308,1
tt0955411,15
tt0955412,0
tt0956038,1
tt0956332,0
tt0959306,4
tt0959337,1
tt0960066,7
tt0960097,0
tt0960098,13
tt0960144,1
tt0960731,1
tt0960741,0
tt0960890,0
tt0961036,6
tt0961073,13
tt0961079,8
tt0961108,5
tt0961109,3
tt0961722,10
tt0961725,0
tt0961728,4
tt0961755,10
tt0962726,14
tt0962736,4
tt0962756,3
tt0963177,2
tt0963178,1
tt0963194,2
tt0963743,13
tt0963794,2
tt0963965,2
tt0963966,12
tt0963973,9
tt0964179,0
tt0964517,1
tt0964539,6
tt0964586,2
tt0964587,4
tt0965371,9
tt0965373,6
tt0965375,3
tt0967945,4
tt0968264,1
tt0968762,6
tt0969250,0
tt0969292,7
tt0969345,0
tt0969348,6
tt0969751,6
tt0970170,6
tt0970179,15
tt0970184,13
tt0970411,2
tt0970416,1
tt0970468,1
tt0970520,4
tt0970521,6
tt0970527,9
tt0970545,6
tt0970866,1
tt0971163,6
tt0971209,2
tt0972356,0
tt0972544,3
tt0972546,14
tt0972552,0
tt0972855,2
tt0972883,13
tt0973783,2
tt0973785,2
tt0974015,1
tt0974554,15
tt0974613,5
tt0974661,3
tt0974662,2
tt0974663,13
tt0975645,1
tt0975720,8
tt0976040,0
tt0976051,2
tt0976168,6
tt0976222,6
tt0976238,3
tt0976247,1
tt0977214,3
tt0977639,2
tt0977644,6
tt0977855,1
tt0978570,8
tt0978670,0
tt0978759,3
tt0978764,3
tt0978800,10
tt0979434,2
tt0980999,0
tt0981042,3
tt0981072,1
tt0981227,6
tt0981286,0
tt0981340,5
tt0983193,4
tt0983909,13
tt0983946,2
tt0983990,8
tt0984084,0
tt0984182,0
tt0984200,1
tt0984210,13
tt0984229,6
tt0984248,6
tt0985047,2
tt0985053,6
tt0985057,6
tt0985058,9
tt0985593,3
tt0985694,1
tt0985695,14
tt0985699,4
tt0986230,0
tt0986263,8
tt0986264,0
tt0988043,10
tt0988045,1
tt0988047,3
tt0988083,0
tt0988595,2
tt0988655,0
tt0989000,13
tt0989757,1
tt0990363,10
tt0990407,2
tt0990433,6
tt0991028,13
tt0991150,0
tt0991157,6
tt0991173,6
tt0991174,2
tt0991346,8
tt0992998,8
tt0993840,0
tt0993841,9
tt0993842,1
tt0993846,1
tt0995035,0
tt0995039,14
tt0995060,13
tt0995067,13
tt0995740,8
tt0995752,1
tt0995827,8
tt0995845,3
tt0995851,2
tt0995854,6
tt0995867,2
tt0996928,2
tt0996934,0
tt0997038,11
tt0997047,6
tt0997057,2
tt0997088,0
tt0997152,5
tt0997232,2
tt0997263,6
tt0999872,4
tt0999882,6
tt0999913,1
tt0999963,6
tt0999972,2
tt1000106,6
tt10003008,2
tt10004108,6
tt1000774,6
tt10010814,6
tt1001508,1
tt10015244,0
tt1001526,1
tt1001540,13
tt1001548,10
tt10016180,3
tt10019402,2
tt10021582,9
tt10022782,6
tt10023022,2
tt10023024,8
tt10023286,6
tt1002561,2
tt1002563,2
tt10028196,8
tt1002965,9
tt1003034,2
tt1003051,1
tt10033964,4
tt10037014,2
tt10037934,0
tt10039344,10
tt10039524,0
tt10040978,8
tt10042788,0
tt10042868,0
tt10048556,0
tt10049848,7
tt10053426,6
tt10054316,3
tt10054778,0
tt10055028,4
tt10055770,0
tt10057796,6
tt10059518,3
tt10060094,6
tt10060386,13
tt10062338,6
tt10062556,8
tt10062614,0
tt10064270,6
tt10065694,3
tt1006904,0
tt1006929,13
tt1007018,3
tt1007021,3
tt1007028,2
tt1007029,1
tt1007032,2
tt10071462,0
tt10076106,2
tt10077034,0
tt10077706,4
tt10078206,4
tt10078664,7
tt10078834,10
tt10078894,7
tt1007941,7
tt1007950,3
tt10079698,7
tt1008010,2
tt1008017,10
tt10081202,0
tt10081238,0
tt10083174,13
tt10083340,8
tt10083640,8
tt10084190,6
tt10085296,6
tt10085338,0
tt10086784,12
tt10087134,2
tt1009019,11
tt10091048,13
tt10095308,4
tt10095328,10
tt10095582,3
tt10098288,0
tt10100196,6
tt1010020,6
tt1010048,8
tt10101666,3
tt10101702,8
tt10102328,6
tt1010270,2
tt10103028,6
tt1010468,6
tt10110872,5
tt10115436,13
tt10115644,6
tt10121392,1
tt10122486,2
tt10125752,9
tt10126368,6
tt1012729,2
tt1012804,1
tt1013651,3
tt10136880,2
tt1013743,1
tt1013752,14
tt1013753,1
tt1013860,13
tt10144160,6
tt1014672,6
tt1014759,14
tt1014762,0
tt1014763,1
tt1014766,2
tt10147726,0
tt1014774,14
tt1014775,2
tt1014798,9
tt1014806,2
tt1014808,6
tt10151054,5
tt10151656,0
tt10152736,8
tt1015456,9
tt1015470,6
tt1015474,6
tt1015481,0
tt10156426,6
tt1015976,3
tt1016024,0
tt1016075,8
tt1016090,2
tt10161612,6
tt1016177,6
tt1016178,6
tt10161886,1
tt1016226,13
tt10165656,0
tt10165918,2
tt10168094,6
tt10172986,3
tt10172996,8
tt10173024,8
tt1017430,14
tt1017451,5
tt1017456,8
tt1017460,4
tt1017464,2
tt10177248,0
tt10179354,2
tt10182822,0
tt10187208,0
tt1018765,14
tt10187680,2
tt10187766,2
tt10187780,2
tt10187792,2
tt10187800,2
tt10187822,2
tt1018785,2
tt10188020,9
tt10188074,4
tt1018818,8
tt1018830,6
tt10188398,0
tt10189514,8
tt10189536,6
tt10192406,13
tt10192566,3
tt1019452,0
tt10195452,0
tt10196464,6
tt10196620,0
tt10198564,3
tt10198952,0
tt10199664,6
tt10199914,6
tt10199974,0
tt1020011,2
tt1020055,3
tt1020072,3
tt10203940,0
tt10203960,13
tt10205016,6
tt10205046,6
tt1020530,2
tt1020543,6
tt1020558,4
tt1020578,13
tt10207660,6
tt10207710,7
tt10207954,0
tt10208086,2
tt1020845,0
tt10223168,4
tt10223460,1
tt10225926,11
tt10228134,1
tt10228552,6
tt10228618,0
tt1022884,2
tt10228976,7
tt10229068,6
tt10229550,4
tt10229558,6
tt10230414,8
tt10230426,8
tt10230436,13
tt10230590,6
tt10230994,13
tt1023111,2
tt1023114,1
tt1023339,10
tt1023342,2
tt1023346,3
tt1023464,0
tt10234740,8
tt1023481,0
tt1023500,6
tt1023505,0
tt10235718,14
tt10239898,13
tt10239930,2
tt10241024,6
tt10241772,2
tt10242388,2
tt1024255,2
tt10243678,8
tt10243992,0
tt10245106,3
tt10245956,0
tt1024648,1
tt1024666,0
tt1024715,14
tt1024733,12
tt1024744,14
tt1024746,2
tt1024770,6
tt1024855,13
tt1024943,8
tt1025100,1
tt1025102,3
tt10253466,7
tt10254960,13
tt10260722,8
tt10264732,7
tt10265034,3
tt10268488,3
tt10270416,6
tt10272386,1
tt10273384,6
tt10274284,7
tt10275440,0
tt10275546,0
tt10276168,8
tt1027718,1
tt1027747,2
tt1027760,3
tt1027812,6
tt1027862,3
tt1027873,0
tt10279104,6
tt10279362,2
tt10280276,8
tt10283902,6
tt1028528,2
tt1028532,2
tt10285752,2
tt1028576,3
tt1029120,1
tt1029123,0
tt1029134,3
tt1029139,0
tt1029231,8
tt1029241,6
tt10293308,6
tt10293406,2
tt1029360,14
tt1029385,0
tt10294052,2
tt10295212,8
tt10298496,6
tt10298810,4
tt10298840,5
tt10298870,0
tt10299658,13
tt10299834,0
tt10299902,6
tt10300276,0
tt10300450,2
tt10300570,9
tt10303324,8
tt10303892,2
tt10303902,13
tt10304142,1
tt10306450,10
tt10307856,13
tt10308502,2
tt10308878,2
tt10308928,3
tt10309552,6
tt10309902,8
tt10309906,6
tt10310140,3
tt1031224,6
tt1031241,2
tt1031256,2
tt1031276,0
tt1031280,13
tt10314040,3
tt10314344,6
tt10314450,2
tt1031607,6
tt1031658,13
tt1031684,0
tt1031969,2
tt10323676,8
tt10324144,8
tt10327252,14
tt1032746,12
tt1032749,6
tt1032755,1
tt10328018,12
tt1032817,9
tt1032819,5
tt10329614,0
tt10331140,6
tt10332260,4
tt10332272,6
tt10333426,1
tt10333912,8
tt10334148,13
tt1033468,6
tt1033477,6
tt1033483,6
tt1033575,1
tt1033643,2
tt10339052,14
tt1034010,13
tt1034032,2
tt10340562,0
tt1034090,14
tt10341196,4
tt10342228,7
tt10342336,3
tt10342492,6
tt1034293,2
tt10343028,2
tt1034302,0
tt1034303,1
tt1034314,9
tt1034324,14
tt1034325,14
tt1034331,12
tt1034389,1
tt10343906,6
tt1034393,2
tt1034415,14
tt1034431,4
tt10344522,14
tt10350204,4
tt10350626,6
tt10350922,8
tt10352594,8
tt10353704,10
tt10356564,2
tt10358198,6
tt10358566,0
tt10358928,6
tt10362028,6
tt10369252,6
tt10369638,0
tt10369866,0
tt10369994,8
tt1037004,0
tt10370380,2
tt10370932,2
tt1037124,6
tt1037154,0
tt1037156,2
tt1037218,4
tt1037223,6
tt1037256,6
tt10375094,2
tt10375396,2
tt10375916,2
tt1037705,1
tt10378240,0
tt1038043,8
tt10381126,2
tt10383450,6
tt10384250,13
tt10384456,0
tt1038685,0
tt1038686,9
tt1038693,13
tt10387748,6
tt1038902,0
tt1038915,2
tt1038919,1
tt10389448,3
tt10393182,4
tt10393870,8
tt10395748,0
tt10396162,13
tt10397734,6
tt10397992,13
tt10399114,0
tt1039952,2
tt1039969,8
tt1039983,0
tt1039989,8
tt10402482,9
tt10405696,6
tt10406284,6
tt10406466,6
tt10411520,6
tt10413092,6
tt1041753,2
tt1041778,10
tt1041829,1
tt10423616,6
tt1042497,6
tt1042499,0
tt10426796,7
tt1042877,2
tt10430850,3
tt10431010,0
tt10432508,13
tt10432866,6
tt1043451,8
tt1043635,0
tt1043726,2
tt10437542,2
tt1043756,0
tt1043787,7
tt1043835,6
tt1043838,3
tt1043841,2
tt1043844,13
tt1043860,6
tt10441822,6
tt10442096,7
tt10448458,6
tt10449052,2
tt10451852,6
tt10451914,3
tt10452224,9
tt10452434,2
tt10452466,13
tt10452480,2
tt1045655,6
tt1045658,12
tt1045670,0
tt1045673,6
tt1045772,1
tt1045778,1
tt1046163,1
tt1046171,2
tt1046173,3
tt1046193,7
tt10461980,10
tt1046239,9
tt10463030,0
tt10463692,2
tt10466232,8
tt10468636,0
tt1046930,6
tt1046936,13
tt1046947,3
tt1046957,2
tt1046997,13
tt10472986,8
tt10473036,2
tt10473312,2
tt1047445,4
tt1047488,0
tt1047494,2
tt1047540,3
tt10476458,7
tt10477300,13
tt1047832,3
tt1048174,0
tt10481868,0
tt10482504,6
tt10482766,13
tt10483386,8
tt10487696,0
tt10489128,2
tt10489208,7
tt1049402,5
tt1049405,8
tt1049409,6
tt1049413,8
tt1050002,0
tt10500478,0
tt10501764,2
tt1050244,6
tt10503736,13
tt10503902,13
tt10504752,2
tt10504794,8
tt10504904,2
tt10506490,0
tt1050739,8
tt1051213,10
tt1051253,7
tt1051262,2
tt1051340,2
tt10514056,0
tt10514222,2
tt10514432,6
tt10514926,13
tt10515526,8
tt10518176,2
tt1051904,3
tt1051906,0
tt10519182,8
tt10520054,6
tt1052040,3
tt10521144,6
tt10526532,7
tt10528948,13
tt10529644,6
tt10530392,6
tt10531134,8
tt10533804,6
tt1053424,1
tt10534500,0
tt1053791,13
tt1053793,6
tt1053810,1
tt1053835,0
tt1053844,13
tt1053880,0
tt1053918,0
tt1053940,0
tt1053946,6
tt10539608,1
tt10540594,6
tt10543680,6
tt1054509,0
tt10545474,0
tt10545484,0
tt10545696,6
tt1054588,2
tt1054606,2
tt1054631,2
tt10549038,13
tt10549360,6
tt1055292,2
tt10553210,3
tt1055363,0
tt1055369,2
tt10555544,7
tt10556022,0
tt10556674,6
tt10558990,6
tt1056036,13
tt10560862,6
tt1056128,3
tt1056441,0
tt1056477,3
tt10568496,8
tt10569922,8
tt10572658,0
tt1057500,12
tt1057574,13
tt1057581,2
tt10579768,2
tt10579952,2
tt1058017,4
tt10584694,4
tt1058743,1
tt10588830,13
tt10590408,6
tt10592852,2
tt1059317,0
tt10594738,13
tt1059786,2
tt1059790,6
tt10598156,8
tt1059828,9
tt1059836,3
tt1059887,10
tt1059955,10
tt1059969,6
tt1059980,6
tt10600398,8
tt1060277,6
tt10605226,8
tt10608624,2
tt10612336,9
tt10618286,1
tt10621020,6
tt10621180,6
tt10622840,9
tt10626588,8
tt10626774,13
tt10627710,0
tt10628134,0
tt1063056,6
tt1063103,0
tt1063111,6
tt1063327,2
tt10635588,6
tt10638274,2
tt10639624,2
tt10640346,1
tt10640760,4
tt10640792,0
tt1064215,6
tt10643926,0
tt10644282,2
tt10644372,3
tt10644708,0
tt10646310,0
tt1064744,6
tt1064801,0
tt10648342,1
tt1065060,6
tt1065073,4
tt1065093,13
tt1065107,6
tt1065109,13
tt1065113,4
tt1065124,6
tt1065125,6
tt10653264,12
tt10655320,9
tt10661180,6
tt10661298,0
tt10661710,14
tt10661848,2
tt10662370,14
tt1066327,6
tt10663470,6
tt10665338,4
tt10665342,0
tt10666492,13
tt10669868,13
tt1067062,9
tt1067069,6
tt1067104,6
tt1067106,1
tt1067110,0
tt10675136,9
tt10675494,2
tt1067583,14
tt10676012,10
tt1067765,12
tt1067774,2
tt10681092,6
tt10682266,1
tt1068242,9
tt1068641,2
tt1068669,6
tt1068678,2
tt1068680,2
tt10687016,8
tt10687070,9
tt10687102,8
tt10687166,6
tt10687506,14
tt1068774,2
tt1068780,2
tt1068949,13
tt10690676,12
tt10691026,2
tt10691070,2
tt10691094,2
tt10691112,2
tt10691126,2
tt10691162,0
tt10691288,2
tt10691302,14
tt10691312,2
tt10691828,0
tt10692228,2
tt10692578,6
tt10692994,2
tt10696784,6
tt10696896,1
tt10698174,0
tt10698680,8
tt10699086,8
tt10702148,6
tt10703308,6
tt10703978,0
tt1070781,2
tt1070874,2
tt10709232,2
tt10709404,0
tt10709484,0
tt10711648,2
tt1071203,13
tt10712928,13
tt10713340,6
tt10715446,13
tt10717738,2
tt1071809,8
tt1071812,13
tt1071832,6
tt10718508,6
tt1071872,0
tt1071875,12
tt1071877,13
tt10719628,13
tt10719764,2
tt10719958,1
tt1072438,6
tt1072748,2
tt1072754,14
tt10727656,0
tt10730376,7
tt10731256,2
tt10731666,12
tt10731768,0
tt10731788,6
tt1073240,10
tt1073241,1
tt1073246,0
tt10733228,8
tt1073486,2
tt1073498,13
tt10735202,2
tt10736580,2
tt10739666,8
tt10740928,11
tt10741542,8
tt1074191,6
tt1074214,0
tt10746060,0
tt1074638,4
tt1074643,4
tt1074654,9
tt10750020,2
tt10750704,0
tt10752266,2
tt1075417,14
tt10756160,0
tt1075636,0
tt1075747,1
tt10761694,8
tt10767204,9
tt10771232,6
tt1077258,3
tt10773090,2
tt10773194,6
tt1077368,2
tt10778840,6
tt1078188,2
tt1078276,13
tt1078583,6
tt1078588,1
tt1078591,9
tt10786974,6
tt10787484,6
tt10788058,2
tt1078885,2
tt1078912,1
tt1078917,6
tt1078940,1
tt1079360,7
tt10793644,6
tt1079372,6
tt1079447,13
tt10794866,11
tt1079964,10
tt1079967,0
tt1079968,14
tt1079980,2
tt10799922,9
tt1080012,0
tt1080016,4
tt10801496,2
tt1080568,0
tt10806040,0
tt1080774,0
tt10808294,0
tt10808832,1
tt10810850,0
tt10811166,8
tt10816062,6
tt10820008,11
tt1082007,13
tt1082031,0
tt1082064,3
tt1082577,2
tt1082599,2
tt1082601,3
tt1082807,13
tt1082853,1
tt1082868,13
tt1082886,15
tt10831086,6
tt10832274,9
tt10833732,6
tt1083450,13
tt1083452,3
tt1083462,13
tt10837312,9
tt10837374,9
tt10838180,14
tt1083852,2
tt10840042,6
tt1084023,6
tt10841088,2
tt10843306,6
tt10846008,7
tt1084697,0
tt1084733,2
tt1084950,4
tt1084955,8
tt1084972,4
tt10850614,2
tt10851312,6
tt10851886,13
tt10852686,10
tt1085382,10
tt1085448,2
tt1085469,3
tt1085492,12
tt1085507,3
tt10855380,0
tt10857276,0
tt1085779,2
tt1086064,9
tt1086216,2
tt10862868,7
tt10863072,6
tt10864584,6
tt1086772,1
tt1086785,13
tt1086797,2
tt10872600,3
tt1087459,0
tt1087472,13
tt1087474,13
tt1087524,4
tt1087527,2
tt10876506,3
tt1087872,10
tt10880084,2
tt10880158,10
tt10880230,6
tt10880402,6
tt10880774,6
tt10881044,6
tt10883302,2
tt10886732,6
tt10887504,6
tt10887902,8
tt10888594,8
tt10888824,2
tt10895514,6
tt10895556,8
tt10895576,0
tt10896962,2
tt1090312,6
tt1090634,13
tt1090646,6
tt1090671,10
tt1090679,6
tt1090695,8
tt1090749,6
tt10907990,6
tt10910822,0
tt1091172,0
tt1091191,1
tt1091224,8
tt1091228,10
tt10912990,6
tt10913160,0
tt10915484,6
tt10915488,6
tt10915494,6
tt10916102,6
tt1091722,5
tt1091751,0
tt1091821,15
tt10919240,2
tt10919380,4
tt1092005,8
tt1092018,13
tt10920190,13
tt1092026,2
tt10920696,2
tt10922610,0
tt10923940,6
tt10925852,2
tt1092633,4
tt1092634,12
tt10926440,6
tt10931784,2
tt1093355,6
tt1093357,3
tt1093362,6
tt10934216,6
tt10936428,0
tt10938532,6
tt1093902,3
tt1093906,10
tt1093908,2
tt10939812,6
tt10939952,4
tt10940334,2
tt1094172,6
tt10941890,0
tt1094206,13
tt1094295,0
tt1094296,0
tt1094297,0
tt10943762,7
tt10944276,0
tt10944486,14
tt1094597,2
tt1094666,0
tt10949028,3
tt1095001,8
tt1095036,6
tt1095174,1
tt1095217,12
tt10953232,6
tt1095404,0
tt1095408,2
tt10954196,2
tt10954652,13
tt10955578,2
tt10957044,8
tt10960976,6
tt10962368,2
tt10963882,0
tt10964182,13
tt10964430,8
tt10964468,6
tt10966832,9
tt10968040,0
tt1096986,10
tt1096991,2
tt1097002,6
tt1097013,8
tt1097021,9
tt10973118,2
tt10974942,13
tt10975452,0
tt1097643,15
tt10978194,2
tt10978650,2
tt10981012,2
tt10981070,0
tt10981830,2
tt10982338,2
tt10983270,7
tt1098327,0
tt1098356,3
tt10984686,6
tt10986222,3
tt10987184,9
tt10988704,2
tt10989240,6
tt10989628,2
tt10989808,4
tt10991188,2
tt1099212,5
tt10992238,2
tt10992240,2
tt10993786,7
tt10993870,2
tt10994688,4
tt10997536,2
tt10999120,1
tt1099964,6
tt1100051,2
tt1100053,0
tt1100089,1
tt11003218,12
tt11005744,2
tt1100902,6
tt11009666,6
tt11009968,2
tt11010106,2
tt11011508,12
tt11015584,6
tt11020698,2
tt1102316,6
tt11023720,0
tt11023738,2
tt11023754,6
tt11023796,6
tt11024528,6
tt11024580,0
tt11027830,8
tt11029976,0
tt1103153,2
tt1103221,2
tt1103255,7
tt1103256,13
tt1103273,2
tt1103274,6
tt1103275,1
tt11033942,6
tt1103981,12
tt1104006,2
tt11040762,8
tt1104083,2
tt1104126,2
tt11044858,6
tt11045422,8
tt11045566,0
tt11045776,13
tt11045972,6
tt11046112,8
tt1104733,4
tt1105289,0
tt1105301,6
tt1105512,14
tt11056594,7
tt11056732,0
tt11056910,0
tt1105727,6
tt1105730,13
tt1105740,3
tt1105742,7
tt1105747,8
tt11057644,2
tt11060730,2
tt11064472,2
tt11064486,9
tt1106860,2
tt11069456,0
tt11069570,13
tt11070018,10
tt11073148,0
tt1107319,3
tt1107365,0
tt1107394,6
tt11074166,0
tt11074676,13
tt11075264,2
tt11076278,11
tt1107816,7
tt1107838,6
tt1107860,2
tt1107948,10
tt11083552,14
tt11084664,13
tt11084764,2
tt11084896,6
tt11091664,6
tt1109477,14
tt1109488,6
tt1109519,6
tt1109574,2
tt1109594,0
tt1109624,4
tt11096780,6
tt1110275,6
tt11112338,2
tt1111235,7
tt11112526,0
tt11112808,8
tt1111422,3
tt11115272,8
tt11116616,2
tt11116642,3
tt1111831,6
tt1111881,2
tt1111884,10
tt1111948,12
tt11121174,0
tt11121664,6
tt11122316,6
tt11125620,1
tt11127256,6
tt1112728,2
tt11127300,7
tt11127314,2
tt11127324,7
tt11127340,2
tt11127348,7
tt11127358,2
tt11127370,2
tt11127380,2
tt11127382,2
tt11127396,2
tt11127404,2
tt11127408,2
tt11127418,2
tt11127512,6
tt11127680,0
tt11128440,13
tt11131464,6
tt11131480,0
tt11136594,11
tt11137682,0
tt1113789,0
tt11138512,1
tt11140488,6
tt11141130,10
tt11142628,0
tt11142762,0
tt11143108,0
tt11143176,6
tt11143400,9
tt1114658,0
tt1114680,14
tt1114740,2
tt11155912,10
tt11160650,2
tt11161374,2
tt11161474,3
tt1116182,6
tt11165716,4
tt11165768,2
tt11166308,2
tt11166512,0
tt11167110,0
tt11169050,1
tt11170742,13
tt11172594,2
tt11172868,6
tt11173106,6
tt11173160,6
tt1117379,2
tt1117385,13
tt1117386,0
tt11175990,8
tt1117624,6
tt11176322,2
tt11177120,6
tt11177846,6
tt11182846,11
tt11182984,2
tt1118660,0
tt11186952,8
tt11187940,8
tt1119188,8
tt1119191,2
tt11192428,2
tt11192686,2
tt11192714,0
tt11196036,5
tt1119646,14
tt11197858,13
tt11198146,6
tt11199310,0
tt11199356,0
tt11199410,6
tt11202796,9
tt11204094,4
tt11204492,0
tt11207240,0
tt11208026,2
tt1120899,0
tt1120985,1
tt1121096,5
tt11212572,4
tt11212786,2
tt11213600,8
tt11214590,2
tt11214972,0
tt11216782,0
tt11217036,13
tt11217094,6
tt1121786,0
tt1121931,3
tt1121977,1
tt11222994,6
tt11225626,13
tt11226264,8
tt11226404,2
tt1122765,0
tt1122775,0
tt1122836,3
tt11229134,8
tt11229780,3
tt11230050,6
tt11230106,6
tt11230868,2
tt11231356,11
tt11233960,1
tt11234570,0
tt11234814,0
tt11237650,8
tt11237714,7
tt1124035,1
tt1124037,1
tt1124039,4
tt1124061,2
tt11242218,6
tt11242718,3
tt1124377,3
tt11244558,13
tt11245850,10
tt11245972,2
tt11250720,2
tt11252248,2
tt11252460,6
tt1125297,0
tt11253090,2
tt1125413,0
tt1125849,4
tt1125924,6
tt1125927,13
tt1125929,14
tt11260832,8
tt11261830,6
tt11263022,3
tt11265320,13
tt1126590,1
tt1126591,6
tt1126596,6
tt1126618,1
tt11269342,0
tt11271038,4
tt1127170,2
tt1127180,14
tt1127215,0
tt1127221,14
tt11278608,2
tt1127877,14
tt1127883,2
tt1127886,9
tt1127896,6
tt11279862,6
tt1128071,3
tt11280986,6
tt11284502,2
tt11285280,13
tt11286210,0
tt11286314,1
tt11291274,12
tt1129381,3
tt1129396,13
tt1129404,10
tt1129415,0
tt1129423,0
tt1129427,14
tt1129442,3
tt1129445,1
tt11295246,2
tt11295396,8
tt11295854,6
tt11295974,2
tt1130080,1
tt1130087,13
tt1130088,3
tt11301946,2
tt11306518,2
tt11307724,6
tt1130884,15
tt1130964,13
tt1130969,2
tt1130988,0
tt11310670,0
tt11310746,0
tt11311754,3
tt11311958,2
tt11316314,7
tt1131724,2
tt1131727,0
tt1131728,14
tt1131729,4
tt1131734,2
tt1131740,13
tt1131742,2
tt1131747,2
tt11318228,0
tt11318918,12
tt11321652,6
tt1132193,0
tt1132285,12
tt11322920,2
tt11323316,0
tt11323324,0
tt11323394,6
tt1132438,7
tt1132449,8
tt1132588,10
tt1132626,2
tt11327514,2
tt11332658,0
tt11332934,6
tt11333938,8
tt1133511,7
tt11339514,2
tt1133985,1
tt1133991,1
tt1133993,14
