movie_id,cluster
tt0264410,10
tt0264429,6
tt0264464,1
tt0264472,12
tt0264559,6
tt0264606,10
tt0264616,1
tt0264647,6
tt0264675,9
tt0264683,0
tt0264689,0
tt0264761,0
tt0264796,4
tt0264935,1
tt0265010,0
tt0265029,12
tt0265086,1
tt0265087,3
tt0265104,7
tt0265133,7
tt0265198,2
tt0265208,3
tt0265226,3
tt0265281,6
tt0265298,14
tt0265307,14
tt0265343,8
tt0265344,0
tt0265349,14
tt0265452,8
tt0265459,3
tt0265581,13
tt0265591,7
tt0265625,0
tt0265651,3
tt0265662,9
tt0265666,1
tt0265709,8
tt0265808,14
tt0265859,2
tt0265864,6
tt0265871,9
tt0266057,4
tt0266449,10
tt0266452,1
tt0266465,3
tt0266486,2
tt0266489,1
tt0266543,5
tt0266697,7
tt0266747,6
tt0266824,6
tt0266915,6
tt0266971,4
tt0266987,1
tt0267000,6
tt0267024,0
tt0267248,2
tt0267297,6
tt0267379,4
tt0267414,6
tt0267440,0
tt0267626,0
tt0267747,13
tt0267804,14
tt0267891,2
tt0267913,2
tt0267989,0
tt0268040,2
tt0268126,12
tt0268380,4
tt0268437,0
tt0268548,10
tt0268636,2
tt0268690,1
tt0268695,3
tt0268713,0
tt0268762,11
tt0268978,1
tt0268995,2
tt0269095,5
tt0269283,6
tt0269341,7
tt0269347,14
tt0269376,8
tt0269408,13
tt0269483,3
tt0270197,6
tt0270259,0
tt0270270,6
tt0270288,1
tt0270291,5
tt0270393,6
tt0270515,6
tt0270688,2
tt0270707,1
tt0270846,2
tt0270911,0
tt0270916,13
tt0270980,2
tt0271017,4
tt0271020,4
tt0271027,0
tt0271045,6
tt0271136,4
tt0271137,0
tt0271200,13
tt0271202,2
tt0271219,2
tt0271234,13
tt0271259,1
tt0271263,1
tt0271367,14
tt0271436,6
tt0271444,0
tt0271538,6
tt0271543,2
tt0271582,13
tt0271668,14
tt0271882,2
tt0271885,4
tt0271946,6
tt0271984,13
tt0272020,5
tt0272068,0
tt0272125,0
tt0272152,3
tt0272178,6
tt0272196,0
tt0272207,3
tt0272338,1
tt0272440,2
tt0272557,2
tt0272562,6
tt0273041,6
tt0273048,13
tt0273108,7
tt0273453,2
tt0273498,4
tt0273517,2
tt0273650,0
tt0273689,1
tt0273799,0
tt0273822,8
tt0273850,6
tt0273851,6
tt0273923,3
tt0273982,0
tt0274019,8
tt0274024,12
tt0274166,3
tt0274309,6
tt0274311,9
tt0274407,2
tt0274491,0
tt0274509,6
tt0274558,1
tt0274675,6
tt0274711,2
tt0274796,6
tt0274812,13
tt0274861,6
tt0274874,0
tt0275022,3
tt0275026,9
tt0275067,14
tt0275072,6
tt0275258,8
tt0275309,4
tt0275311,6
tt0275527,7
tt0275596,10
tt0275611,0
tt0275688,0
tt0275692,2
tt0275719,4
tt0275739,0
tt0275772,6
tt0275913,10
tt0275947,0
tt0275979,3
tt0276033,0
tt0276052,7
tt0276263,0
tt0276276,4
tt0276437,13
tt0276460,6
tt0276744,3
tt0276751,1
tt0276773,7
tt0276816,3
tt0276868,4
tt0276877,8
tt0276919,1
tt0277027,1
tt0277296,14
tt0277371,4
tt0277386,6
tt0277434,3
tt0277585,6
tt0277696,6
tt0277705,2
tt0277744,3
tt0277790,3
tt0277799,2
tt0277895,6
tt0277941,1
tt0277944,10
tt0277978,2
tt0278035,8
tt0278295,3
tt0278395,13
tt0278422,6
tt0278435,2
tt0278476,0
tt0278487,14
tt0278488,3
tt0278500,1
tt0278504,3
tt0278597,3
tt0278675,9
tt0278731,2
tt0279074,6
tt0279088,0
tt0279111,3
tt0279113,1
tt0279121,6
tt0279286,6
tt0279331,4
tt0279469,6
tt0279493,2
tt0279623,2
tt0279695,7
tt0279721,2
tt0279778,3
tt0279809,6
tt0279889,0
tt0279926,6
tt0280079,0
tt0280380,1
tt0280424,6
tt0280438,6
tt0280460,1
tt0280477,0
tt0280486,1
tt0280490,3
tt0280590,1
tt0280605,1
tt0280609,0
tt0280618,13
tt0280665,5
tt0280674,8
tt0280707,4
tt0280720,4
tt0280760,9
tt0280949,14
tt0280969,0
tt0280970,4
tt0281203,6
tt0281322,4
tt0281358,7
tt0281364,0
tt0281373,2
tt0281398,0
tt0281615,13
tt0281820,2
tt0281865,2
tt0281924,6
tt0282179,6
tt0282220,6
tt0282410,10
tt0282481,2
tt0282483,9
tt0282496,10
tt0282543,0
tt0282552,13
tt0282589,9
tt0282613,4
tt0282687,3
tt0282695,2
tt0282698,4
tt0282718,0
tt0282883,0
tt0282891,3
tt0282945,10
tt0283003,4
tt0283015,10
tt0283026,13
tt0283054,14
tt0283084,3
tt0283090,2
tt0283096,0
tt0283111,1
tt0283139,1
tt0283288,8
tt0283302,6
tt0283384,0
tt0283426,8
tt0283452,11
tt0283453,2
tt0283469,2
tt0283530,3
tt0283534,6
tt0283559,2
tt0283574,2
tt0283632,6
tt0283680,6
tt0283883,0
tt0283897,2
tt0283900,0
tt0283991,8
tt0284007,6
tt0284034,14
tt0284045,9
tt0284115,2
tt0284187,10
tt0284233,0
tt0284320,0
tt0284451,0
tt0284490,12
tt0284494,6
tt0284525,9
tt0284655,13
tt0284664,6
tt0284673,6
tt0284769,4
tt0284907,13
tt0284971,3
tt0284978,2
tt0285006,6
tt0285101,6
tt0285103,0
tt0285175,2
tt0285302,13
tt0285440,4
tt0285462,7
tt0285487,6
tt0285531,12
tt0285681,0
tt0285698,4
tt0285727,7
tt0285728,8
tt0285742,14
tt0285823,5
tt0285827,6
tt0285861,14
tt0285869,2
tt0285879,2
tt0285957,6
tt0286055,0
tt0286058,8
tt0286106,1
tt0286108,2
tt0286152,13
tt0286162,2
tt0286179,3
tt0286261,14
tt0286493,14
tt0286499,4
tt0286557,0
tt0286702,2
tt0286716,1
tt0286788,1
tt0286947,1
tt0287072,4
tt0287425,4
tt0287497,6
tt0287624,3
tt0287645,6
tt0287717,5
tt0287733,0
tt0287760,9
tt0287795,7
tt0287978,1
tt0288045,0
tt0288203,9
tt0288230,0
tt0288243,2
tt0288244,6
tt0288309,0
tt0288439,8
tt0288477,4
tt0288584,6
tt0288829,13
tt0288833,2
tt0289213,0
tt0289408,0
tt0289589,0
tt0289616,13
tt0289635,1
tt0289668,3
tt0289758,12
tt0289765,1
tt0289845,8
tt0289848,12
tt0289879,3
tt0289889,2
tt0289944,2
tt0289992,1
tt0290002,1
tt0290014,0
tt0290083,6
tt0290086,0
tt0290095,2
tt0290145,2
tt0290210,12
tt0290212,14
tt0290218,0
tt0290219,8
tt0290233,6
tt0290266,0
tt0290332,8
tt0290334,3
tt0290831,6
tt0290864,6
tt0290884,0
tt0291180,10
tt0291265,10
tt0291341,3
tt0291358,13
tt0291392,6
tt0291502,3
tt0291928,0
tt0291971,0
tt0292203,0
tt0292459,0
tt0292496,6
tt0292501,9
tt0292506,1
tt0292644,14
tt0292703,8
tt0292707,3
tt0292963,1
tt0292964,0
tt0293025,6
tt0293069,2
tt0293146,7
tt0293154,6
tt0293176,10
tt0293508,14
tt0293564,6
tt0293624,13
tt0293662,3
tt0293684,8
tt0293815,3
tt0293832,6
tt0293899,4
tt0294357,1
tt0294380,5
tt0294578,0
tt0294594,14
tt0294673,0
tt0294870,2
tt0295004,6
tt0295035,0
tt0295178,3
tt0295244,2
tt0295249,7
tt0295289,14
tt0295297,4
tt0295427,0
tt0295469,10
tt0295529,2
tt0295552,0
tt0295556,4
tt0295700,2
tt0295701,12
tt0295718,14
tt0295721,7
tt0295884,9
tt0295925,0
tt0295961,6
tt0296166,13
tt0296572,14
tt0296574,2
tt0296621,6
tt0296711,2
tt0296845,7
tt0297012,0
tt0297037,3
tt0297162,2
tt0297181,1
tt0297282,6
tt0297284,3
tt0297384,4
tt0297411,6
tt0297470,13
tt0297827,0
tt0297884,5
tt0298033,9
tt0298130,4
tt0298148,2
tt0298203,3
tt0298228,0
tt0298296,0
tt0298328,6
tt0298408,1
tt0298409,8
tt0298578,0
tt0298744,5
tt0298798,2
tt0298808,6
tt0298814,14
tt0298845,4
tt0298856,14
tt0298903,3
tt0299045,2
tt0299055,6
tt0299117,14
tt0299135,6
tt0299172,2
tt0299422,0
tt0299458,14
tt0299547,0
tt0299622,2
tt0299658,1
tt0299689,6
tt0299799,2
tt0299854,6
tt0299859,13
tt0299863,13
tt0299930,14
tt0300015,4
tt0300051,4
tt0300058,4
tt0300069,13
tt0300176,6
tt0300196,0
tt0300214,0
tt0300453,6
tt0300456,6
tt0300471,1
tt0300532,3
tt0300556,14
tt0300902,3
tt0300968,0
tt0300996,6
tt0301181,2
tt0301199,3
tt0301249,6
tt0301255,6
tt0301265,2
tt0301357,6
tt0301390,2
tt0301470,0
tt0301503,13
tt0301563,8
tt0301684,2
tt0301744,0
tt0301776,0
tt0301924,3
tt0301976,1
tt0301989,3
tt0302017,10
tt0302361,2
tt0302436,4
tt0302498,2
tt0302531,11
tt0302545,6
tt0302566,6
tt0302640,1
tt0302674,1
tt0302886,1
tt0302889,10
tt0302958,6
tt0303017,2
tt0303103,10
tt0303311,6
tt0303361,7
tt0303714,2
tt0303758,0
tt0303785,6
tt0303816,10
tt0303830,3
tt0303860,13
tt0303933,0
tt0304141,4
tt0304229,4
tt0304291,6
tt0304328,12
tt0304377,8
tt0304415,1
tt0304458,0
tt0304574,0
tt0304669,0
tt0304711,2
tt0304857,0
tt0304912,6
tt0305206,14
tt0305224,1
tt0305357,1
tt0305370,0
tt0305396,6
tt0305556,6
tt0305580,0
tt0305583,4
tt0305632,0
tt0305669,2
tt0305711,2
tt0305743,13
tt0305747,0
tt0305831,6
tt0305973,5
tt0305999,14
tt0306011,2
tt0306047,3
tt0306111,6
tt0306135,13
tt0306230,10
tt0306496,9
tt0306597,3
tt0306669,6
tt0306685,10
tt0306734,1
tt0306735,6
tt0306841,6
tt0307156,14
tt0307283,6
tt0307292,6
tt0307300,6
tt0307351,14
tt0307453,1
tt0307466,1
tt0307479,1
tt0307553,2
tt0307568,0
tt0307590,6
tt0307618,6
tt0307639,0
tt0307901,1
tt0307919,4
tt0307987,14
tt0308055,1
tt0308152,2
tt0308208,14
tt0308252,0
tt0308280,2
tt0308353,3
tt0308383,1
tt0308411,0
tt0308443,8
tt0308488,3
tt0308506,0
tt0308514,8
tt0308595,0
tt0308644,1
tt0308772,0
tt0308878,1
tt0309372,13
tt0309377,2
tt0309530,1
tt0309531,7
tt0309578,10
tt0309593,2
tt0309698,12
tt0309720,15
tt0309722,0
tt0309820,2
tt0309912,1
tt0309917,0
tt0309986,8
tt0309987,3
tt0310049,2
tt0310243,10
tt0310254,8
tt0310281,0
tt0310334,13
tt0310357,0
tt0310741,13
tt0310906,8
tt0310910,1
tt0310924,4
tt0311110,2
tt0311113,3
tt0311284,2
tt0311289,1
tt0311429,2
tt0311530,6
tt0311648,14
tt0311850,6
tt0311863,2
tt0311866,7
tt0312004,2
tt0312011,8
tt0312032,6
tt0312243,6
tt0312305,12
tt0312329,3
tt0312450,13
tt0312499,13
tt0312528,1
tt0312609,13
tt0312617,0
tt0312697,13
tt0312700,13
tt0312859,0
tt0313013,4
tt0313088,6
tt0313245,13
tt0313250,3
tt0313285,13
tt0313300,0
tt0313443,12
tt0313459,7
tt0313542,12
tt0313670,6
tt0313717,6
tt0313737,2
tt0313751,10
tt0313792,14
tt0313911,0
tt0313920,0
tt0314039,13
tt0314197,14
tt0314204,2
tt0314331,5
tt0314353,8
tt0314412,5
tt0314431,1
tt0314498,1
tt0314630,14
tt0314676,1
tt0314786,1
tt0314822,10
tt0315206,6
tt0315297,12
tt0315327,12
tt0315411,6
tt0315431,2
tt0315459,2
tt0315521,6
tt0315600,0
tt0315624,6
tt0315632,2
tt0315642,8
tt0315733,1
tt0315824,12
tt0315983,15
tt0316219,0
tt0316353,6
tt0316356,3
tt0316396,2
tt0316465,4
tt0316473,2
tt0316653,13
tt0316654,5
tt0316732,0
tt0316768,1
tt0316824,2
tt0316904,9
tt0317042,9
tt0317132,2
tt0317198,1
tt0317219,4
tt0317303,2
tt0317640,4
tt0317648,2
